"C-gbcode","C-source","N-pinyin","N-local","N-hanzi","H","A","change","P","fromdate","todate","NOTES"
512926,"GB","Peng`an","Peng`an","蓬安",6,5,,0,19820101,19930701,
512927,"GB","Yilong","Yilong","儀隴",6,5,,0,19820101,19930701,
512928,"GB","Wusheng","Wusheng","武勝",6,5,,0,19820101,19930701,
512929,"GB","Xichong","Xichong","西充",6,5,,0,19820101,19930701,
512930,"GB","Langzhong","Langzhong","閬中",6,5,,0,19820101,19910111,
512931,"GB","Cangxi","Cangxi","蒼溪",6,5,,0,19820101,19850908,
512932,"GB","Huayun Gongnongqu","Huayun Gongnongqu","華雲工農區",6,9,,0,19820101,19850203,
513000,"GB","Daxian diqu","Daxian diqu","達川地區",0,0,"NT",6,19930705,19941231,
513000,"GB","Daxian diqu","Daxian diqu","達縣地區",0,0,"T",6,19930702,19930704,
513000,"GB","Daxian diqu","Daxian diqu","達縣地區",0,0,,6,19820101,19930701,
513001,"GB","Daxian shi","Daxian shi","達川市",6,3,"N",0,19930705,19941231,
513001,"GB","Daxian shi","Daxian shi","達縣市",6,3,,0,19820101,19930704,
513003,"GB","Wanyuan shi","Wanyuan shi","萬源市",6,3,"CAT",0,19930714,19941231,
513021,"GB","Da xian","Da xian","達縣",6,5,,0,19820101,19941231,
513022,"GB","Xuanhan","Xuanhan","宣漢",6,5,,0,19820101,19941231,
513023,"GB","Kaijiang","Kaijiang","開江",6,5,,0,19820101,19941231,
513024,"GB","Wanyuan","Wanyuan","萬源",6,5,,0,19820101,19930713,
513025,"GB","Tongjiang","Tongjiang","通江",6,5,,0,19820101,19930704,
513026,"GB","Nanjiang","Nanjiang","南江",6,5,,0,19820101,19930704,
513027,"GB","Bazhong","Bazhong","巴中",6,5,,0,19820101,19930704,
513028,"GB","Pingchang","Pingchang","平昌",6,5,,0,19820101,19930704,
513029,"GB","Dazhu","Dazhu","大竹",6,5,,0,19820101,19941231,
513030,"GB","Qu xian","Qu xian","渠縣",6,5,,0,19820101,19941231,
513031,"GB","Linshui","Linshui","鄰水",6,5,,0,19820101,19941231,
513032,"GB","Baisha Gongnongqu","Baisha Gongnongqu","白沙工農區",6,9,,0,19820101,19930713,
513100,"GB","Ya`an diqu","Ya`an diqu","雅安地區",0,0,,6,19820101,19941231,
513101,"GB","Ya`an shi","Ya`an shi","雅安市",6,3,"CA",0,19830909,19941231,
513121,"GB","Ya`an","Ya`an","雅安",6,5,,0,19820101,19830908,
513122,"GB","Mingshan","Mingshan","名山",6,5,,0,19820101,19941231,
513123,"GB","Yingjing","Yingjing","滎經",6,5,,0,19820101,19941231,
513124,"GB","Hanyuan","Hanyuan","漢源",6,5,,0,19820101,19941231,
513125,"GB","Shimian","Shimian","石棉",6,5,,0,19820101,19941231,
513126,"GB","Tianquan","Tianquan","天全",6,5,,0,19820101,19941231,
513127,"GB","Lushan","Lushan","蘆山",6,5,,0,19820101,19941231,
513128,"GB","Baoxing","Baoxing","寶興",6,5,,0,19820101,19941231,
513200,"GB","Aba Zangzu Qiangzu zizhizhou","Aba Zangzu Qiangzu zizhizhou","阿壩藏族羌族自治州",0,0,"N",7,19870724,19941231,
513200,"GB","Aba Zangzu zizhizhou","Aba Zangzu zizhizhou","阿壩藏族自治州",0,0,,7,19820101,19870723,
513221,"GB","Wenchuan","Wenchuan","汶川",7,5,,0,19820101,19941231,
513222,"GB","Li xian","Li xian","理縣",7,5,,0,19820101,19941231,
513223,"GB","Maowen Qiangzu zizhixian","Maowen Qiangzu zizhixian","茂汶羌族自治縣",7,6,,0,19820101,19870723,
513223,"GB","Mao xian","Mao xian","茂縣",7,5,"NA",0,19870724,19941231,
513224,"GB","Songpan","Songpan","松潘",7,5,,0,19820101,19941231,
513225,"GB","Nanping","Nanping","南坪",7,5,,0,19820101,19941231,
513226,"GB","Jinchuan","Jinchuan","金川",7,5,,0,19820101,19941231,
513227,"GB","Xiaojin","Xiaojin","小金",7,5,,0,19820101,19941231,
513228,"GB","Heishui","Heishui","黑水",7,5,,0,19820101,19941231,
513229,"GB","Ma`erkang","Markam","馬爾康",7,5,,0,19820101,19941231,
513230,"GB","Rangtang","Zamtang","壤塘",7,5,,0,19820101,19941231,
513231,"GB","Aba","Aba","阿壩",7,5,,0,19820101,19941231,
513232,"GB","Ruo`ergai","Zoige","若爾蓋",7,5,,0,19820101,19941231,
513233,"GB","Hongyuan","Hongyuan","紅原",7,5,,0,19820101,19941231,
513300,"GB","Ganzi Zangzu zizhizhou","Garze Zangzu zizhizhou","甘孜藏族自治州",0,0,,7,19820101,19941231,
513321,"GB","Kangding","Kangding","康定",7,5,,0,19820101,19941231,
513322,"GB","Luding","Luding","瀘定",7,5,,0,19820101,19941231,
513323,"GB","Danba","Danba","丹巴",7,5,,0,19820101,19941231,
513324,"GB","Jiulong","Jiulong","九龍",7,5,,0,19820101,19941231,
513325,"GB","Yajiang","Yajiang","雅江",7,5,,0,19820101,19941231,
513326,"GB","Daofu","Dawu","道孚",7,5,,0,19820101,19941231,
513327,"GB","Luhuo","Luhuo","爐霍",7,5,,0,19820101,19941231,
513328,"GB","Ganzi","Garze","甘孜",7,5,,0,19820101,19941231,
513329,"GB","Xinlong","Xinlong","新龍",7,5,,0,19820101,19941231,
513330,"GB","Dege","Dege","德格",7,5,,0,19820101,19941231,
513331,"GB","Baiyu","Baiyu","白玉",7,5,,0,19820101,19941231,
513332,"GB","Shiqu","Serxu","石渠",7,5,,0,19820101,19941231,
513333,"GB","Seda","Sertar","色達",7,5,,0,19820101,19941231,
513334,"GB","Litang","Litang","理塘",7,5,,0,19820101,19941231,
513335,"GB","Batang","Batang","巴塘",7,5,,0,19820101,19941231,
513336,"GB","Xiangcheng","Xiangcheng","鄉城",7,5,,0,19820101,19941231,
513337,"GB","Daocheng","Daocheng","稻城",7,5,,0,19820101,19941231,
513338,"GB","Derong","Derong","得榮",7,5,,0,19820101,19941231,
513400,"GB","Liangshan Yizu zizhizhou","Liangshan Yizu zizhizhou","涼山彝族自治州",0,0,,7,19820101,19941231,
513401,"GB","Xichang shi","Xichang shi","西昌市",7,3,,0,19820101,19860605,
513401,"GB","Xichang shi","Xichang shi","西昌市",7,3,"T",0,19860606,19941231,
513421,"GB","Xichang","Xichang","西昌",7,5,,0,19820101,19860605,
513422,"GB","Muli Zangzu zizhixian","Muli Zangzu zizhixian","木里藏族自治縣",7,6,,0,19820101,19941231,
513423,"GB","Yanyuan","Yanyuan","鹽源",7,5,,0,19820101,19941231,
513424,"GB","Dechang","Dechang","德昌",7,5,,0,19820101,19941231,
513425,"GB","Huili","Huili","會理",7,5,,0,19820101,19941231,
513426,"GB","Huidong","Huidong","會東",7,5,,0,19820101,19941231,
513427,"GB","Ningnan","Ningnan","寧南",7,5,,0,19820101,19941231,
513428,"GB","Puge","Puge","普格",7,5,,0,19820101,19941231,
513429,"GB","Butuo","Butuo","布拖",7,5,,0,19820101,19941231,
513430,"GB","Jinyang","Jinyang","金陽",7,5,,0,19820101,19941231,
513431,"GB","Zhaojue","Zhaojue","昭覺",7,5,,0,19820101,19941231,
513432,"GB","Xide","Xide","喜德",7,5,,0,19820101,19941231,
513433,"GB","Mianning","Mianning","冕寧",7,5,,0,19820101,19941231,
513434,"GB","Yuexi","Yuexi","越西",7,5,,0,19820101,19941231,
513435,"GB","Ganluo","Ganluo","甘洛",7,5,,0,19820101,19941231,
513436,"GB","Meigu","Meigu","美姑",7,5,,0,19820101,19941231,
513437,"GB","Leibo","Leibo","雷波",7,5,,0,19820101,19941231,
513500,"GB","Qianjiang diqu","Qianjiang diqu","黔江地區",0,0,,6,19880518,19941231,
513521,"GB","Shizhu Tujiazu zizhixian","Shizhu Tujiazu zizhixian","石柱土家族自治縣",6,6,"CH",0,19880518,19941231,
513522,"GB","Xiushan Tujiazu Miaozu zizhixian","Xiushan Tujiazu Miaozu zizhixian","秀山土家族苗族自治縣",6,6,"CH",0,19880518,19941231,
513523,"GB","Qianjiang Tujiazu Miaozu zizhixian","Qianjiang Tujiazu Miaozu zizhixian","黔江土家族苗族自治縣",6,6,"CH",0,19880518,19941231,
513524,"GB","Youyang Tujiazu Miaozu zizhixian","Youyang Tujiazu Miaozu zizhixian","酉陽土家族苗族自治縣",6,6,"CH",0,19880518,19941231,
513525,"GB","Pengshui Miaozu Tujiazu zizhixian","Pengshui Miaozu Tujiazu zizhixian","彭水苗族土家族自治縣",6,6,"CH",0,19880518,19941231,
513600,"GB","Guang`an diqu","Guang`an diqu","廣安地區",0,0,"CHAT",6,19930702,19941231,
513601,"GB","Huaying shi","Huaying shi","華  市",9,3,"CH",9,19930702,19941231,
513621,"GB","Guang`an","Guang`an","廣安",6,5,"CH",0,19930702,19941231,
513622,"GB","Yuechi","Yuechi","岳池",6,5,"CH",0,19930702,19941231,
513623,"GB","Wusheng","Wusheng","武勝",6,5,"CH",0,19930702,19941231,
513624,"GB","Linshui","Linshui","鄰水",6,5,"CH",0,19930702,19941231,
513700,"GB","Bazhong diqu","Bazhong diqu","巴中地區",0,0,,6,19930705,19941231,
513701,"GB","Bazhong shi","Bazhong shi","巴中市",6,3,"CHA",0,19930705,19941231,
513721,"GB","Tongjiang","Tongjiang","通江",6,5,"CH",0,19930705,19941231,
513722,"GB","Nanjiang","Nanjiang","南江",6,5,"CH",0,19930705,19941231,
513723,"GB","Pingchang","Pingchang","平昌",6,5,"CH",0,19930705,19941231,
519001,"GB","Guanghan shi","Guanghan shi","廣漢市",9,3,"CHA",9,19880224,19901231,
519002,"GB","Jiangyou shi","Jiangyou shi","江油市",9,3,"CHA",9,19880224,19901231,
519003,"GB","Dujiangyan shi","Dujiangyan shi","都江堰市",9,3,"CHAN",9,19880303,19901231,
519004,"GB","Emeishan shi","Emeishan shi","峨眉山市",9,3,"CHAN",9,19880914,19901231,
520100,"GB","Guiyang shi","Guiyang shi","貴陽市",0,0,,4,19820101,19941231,
520101,"GB","Guiyang shixiaqu","Guiyang shixiaqu","貴陽市轄區",4,1,,0,19840101,19941231,
520101,"CT","Guiyang shi","Guiyang shi","貴陽市",4,10,,0,19820101,19831231,"Did not officially exist"
520102,"CT","Guiyang: Nanming qu","Guiyang: Nanming qu","貴陽﹕南明區",4,2,,0,19820101,19831231,"Did not officially exist"
520102,"GB","Guiyang: Nanming qu","Guiyang: Nanming qu","貴陽﹕南明區",4,2,,0,19840101,19941231,
520103,"CT","Guiyang: Yunyan qu","Guiyang: Yunyan qu","貴陽﹕雲岩區",4,2,,0,19820101,19831231,"Did not officially exist"
520103,"GB","Guiyang: Yunyan qu","Guiyang: Yunyan qu","貴陽﹕雲岩區",4,2,,0,19840101,19941231,
520111,"CT","Guiyang: Huaxi qu","Guiyang: Huaxi qu","貴陽﹕花溪區",4,2,,0,19820101,19831231,"Did not officially exist"
520111,"GB","Guiyang: Huaxi qu","Guiyang: Huaxi qu","貴陽﹕花溪區",4,2,,0,19840101,19941231,
520112,"CT","Guiyang: Wudang qu","Guiyang: Wudang qu","貴陽﹕烏當區",4,2,,0,19820101,19831231,"Did not officially exist"
520112,"GB","Guiyang: Wudang qu","Guiyang: Wudang qu","貴陽﹕烏當區",4,2,,0,19840101,19941231,
520113,"CT","Guiyang: Baiyun qu","Guiyang: Baiyun qu","貴陽﹕白雲區",4,2,,0,19820101,19831231,"Did not officially exist"
520113,"GB","Guiyang: Baiyun qu","Guiyang: Baiyun qu","貴陽﹕白雲區",4,2,,0,19840101,19941231,
520200,"GB","Lupanshui shi","Lupanshui shi","六盤水市",0,0,,3,19820101,19941231,
520201,"GB","Zhongshan qu","Zhongshan qu","鍾山區",3,9,,0,19871215,19941231,
520201,"GB","Shuicheng tequ","Shuicheng tequ","水城特區",3,9,,0,19820101,19871214,
520202,"GB","Panxian tequ","Panxian tequ","盤縣特區",3,9,,0,19820101,19941231,
520203,"GB","Luzhi tequ","Luzhi tequ","六枝特區",3,9,,0,19820101,19941231,
520221,"GB","Shuicheng","Shuicheng","水城",3,5,"CAT",0,19871215,19941231,
522100,"GB","Zunyi diqu","Zunyi diqu","遵義地區",0,0,,6,19820101,19941231,
522101,"GB","Zunyi shi","Zunyi shi","遵義市",6,3,,0,19820101,19941231,
522102,"GB","Chishui shi","Chishui shi","赤水市",6,3,"CA",0,19900930,19941231,
522121,"GB","Zunyi","Zunyi","遵義",6,5,,0,19820101,19941231,
522122,"GB","Tongzi","Tongzi","桐梓",6,5,,0,19820101,19941231,
522123,"GB","Suiyang","Suiyang","綏陽",6,5,,0,19820101,19941231,
522124,"GB","Zheng`an","Zheng`an","正安",6,5,,0,19820101,19941231,
522125,"GB","Daozhen Yilaozu Miaozu zizhixian","Daozhen Yilaozu Miaozu zizhixian","道真仡佬族苗族自治縣",6,6,"A",0,19860909,19941231,
522125,"GB","Daozhen","Daozhen","道真",6,5,,0,19820101,19860908,
522126,"GB","Wuchuan","Wuchuan","務川",6,5,,0,19820101,19860820,
522126,"GB","Wuchuan Yilaozu Miaozu zizhixian","Wuchuan Yilaozu Miaozu zizhixian","務川仡佬族苗族自治縣",6,6,"A",0,19860821,19941231,
522127,"GB","Fenggang","Fenggang","鳳岡",6,5,,0,19820101,19941231,
522128,"GB","Meitan","Meitan","湄潭",6,5,,0,19820101,19941231,
522129,"GB","Yuqing","Yuqing","余慶",6,5,,0,19820101,19941231,
522130,"GB","Renhuai","Renhuai","仁懷",6,5,,0,19820101,19941231,
522131,"GB","Chishui","Chishui","赤水",6,5,,0,19820101,19900929,
522132,"GB","Xishui","Xishui","習水",6,5,,0,19820101,19941231,
522200,"GB","Tongren diqu","Tongren diqu","銅仁地區",0,0,,6,19820101,19941231,
522201,"GB","Tongren shi","Tongren shi","銅仁市",6,3,"CA",0,19870821,19941231,
522221,"GB","Tongren","Tongren","銅仁",6,5,,0,19820101,19870820,
522222,"GB","Jiangkou","Jiangkou","江口",6,5,,0,19820101,19941231,
522223,"GB","Yuping","Yuping","玉屏",6,5,,0,19820101,19830906,
522223,"GB","Yuping Dongzu zizhixian","Yuping Dongzu zizhixian","玉屏侗族自治縣",6,6,"A",0,19830907,19941231,
522224,"GB","Shiqian","Shiqian","石阡",6,5,,0,19820101,19941231,
522225,"GB","Sinan","Sinan","思南",6,5,,0,19820101,19941231,
522226,"GB","Yinjiang Tujiazu-Miaozu zizhixian","Yinjiang Tujiazu-Miaozu zizhixian","印江土家族苗族自治縣",6,6,"A",0,19861213,19941231,
522226,"GB","Yinjiang","Yinjiang","印江",6,5,,0,19820101,19861212,
522227,"GB","Dejiang","Dejiang","德江",6,5,,0,19820101,19941231,
522228,"GB","Yanhe","Yanhe","沿河",6,5,,0,19820101,19861006,
522228,"GB","Yanhe Tujiazu zizhixian","Yanhe Tujiazu zizhixian","沿河土家族自治縣",6,6,"A",0,19861007,19941231,
522229,"GB","Songtao Miaozu zizhixian","Songtao Miaozu zizhixian","松桃苗族自治縣",6,6,,0,19820101,19941231,
522230,"GB","Wanshan Tequ","Wanshan Tequ","萬山特區",6,9,,0,19820101,19941231,
522300,"GB","Qianxi`nan Buyizu Miaozu zizhizhou","Qianxi`nan Buyizu Miaozu zizhizhou","黔西南布依族苗族自治州",0,0,,7,19820101,19941231,
522301,"GB","Xingyi shi","Xingyi shi","興義市",7,3,"CA",0,19871106,19941231,
522321,"GB","Xingyi","Xingyi","興義",7,5,,0,19820101,19871105,
522322,"GB","Xingren","Xingren","興仁",7,5,,0,19820101,19941231,
522323,"GB","Pu`an","Pu`an","普安",7,5,,0,19820101,19941231,
522324,"GB","Qinglong","Qinglong","晴隆",7,5,,0,19820101,19941231,
522325,"GB","Zhenfeng","Zhenfeng","貞豐",7,5,,0,19820101,19941231,
522326,"GB","Wangmo","Wangmo","望謨",7,5,,0,19820101,19941231,
522327,"GB","Ceheng","Ceheng","冊亨",7,5,,0,19820101,19941231,
522328,"GB","Anlong","Anlong","安龍",7,5,,0,19820101,19941231,
522400,"GB","Bijie diqu","Bijie diqu","畢節地區",0,0,,6,19820101,19941231,
522401,"GB","Bijie shi","Bijie shi","畢節市",6,3,"CA",0,19931210,19941231,
522421,"GB","Bijie","Bijie","畢節",6,5,,0,19820101,19931209,
522422,"GB","Dafang","Dafang","大方",6,5,,0,19820101,19941231,
522423,"GB","Qianxi","Qianxi","黔西",6,5,,0,19820101,19941231,
522424,"GB","Jinsha","Jinsha","金沙",6,5,,0,19820101,19941231,
522425,"GB","Zhijin","Zhijin","織金",6,5,,0,19820101,19941231,
522426,"GB","Nayong","Nayong","納雍",6,5,,0,19820101,19941231,
522427,"GB","Weining Yizu Huizu Miaozu zizhixian","Weining Yizu Huizu Miaozu zizhixian","威寧彝族回族苗族自治縣",6,6,,0,19820101,19941231,
522428,"GB","Hezhang","Hezhang","赫章",6,5,,0,19820101,19941231,
522500,"GB","Anshun diqu","Anshun diqu","安順地區",0,0,,6,19820101,19941231,
522501,"GB","Anshun shi","Anshun shi","安順市",6,3,"T",0,19900203,19941231,
522501,"GB","Anshun shi","Anshun shi","安順市",6,3,,0,19820101,19900202,
522502,"GB","Qingzhen shi","Qingzhen shi","清鎮市",6,3,"CA",0,19921106,19941231,
522521,"GB","Anshun","Anshun","安順",6,5,,0,19820101,19900202,
522522,"GB","Kaiyang","Kaiyang","開陽",6,5,,0,19820101,19941231,
522523,"GB","Xifeng","Xifeng","息烽",6,5,,0,19820101,19941231,
522524,"GB","Xiuwen","Xiuwen","修文",6,5,,0,19820101,19941231,
522525,"GB","Qingzhen","Qingzhen","清鎮",6,5,,0,19820101,19921105,
522526,"GB","Pingba","Pingba","平壩",6,5,,0,19820101,19941231,
522527,"GB","Puding","Puding","普定",6,5,,0,19820101,19941231,
522528,"GB","Guanling Buyizu Miaozu zizhixian","Guanling Buyizu Miaozu zizhixian","關嶺布依族苗族自治縣",6,6,,0,19820101,19941231,
522529,"GB","Zhenning Buyizu Miaozu zizhixian","Zhenning Buyizu Miaozu zizhixian","鎮寧布依族苗族自治縣",6,6,,0,19820101,19941231,
522530,"GB","Ziyun Miaozu Buyizu zizhixian","Ziyun Miaozu Buyizu zizhixian","紫雲苗族布依族自治縣",6,6,,0,19820101,19941231,
522600,"GB","Qiandongnan Miaozu Dongzu zizhizhou","Qiandongnan Miaozu Dongzu zizhizhou","黔東南苗族侗族自治州",0,0,,7,19820101,19941231,
522601,"GB","Kaili shi","Kaili shi","凱里市",7,3,"CA",0,19830819,19941231,
522621,"GB","Kaili","Kaili","凱里",7,5,,0,19820101,19830818,
522622,"GB","Huangping","Huangping","黃平",7,5,,0,19820101,19941231,
522623,"GB","Shibing","Shibing","施秉",7,5,,0,19820101,19941231,
522624,"GB","Sansui","Sansui","三穗",7,5,,0,19820101,19941231,
522625,"GB","Zhenyuan","Zhenyuan","鎮遠",7,5,,0,19820101,19941231,
522626,"GB","Cengong","Cengong","岑鞏",7,5,,0,19820101,19941231,
522627,"GB","Tianzhu","Tianzhu","天柱",7,5,,0,19820101,19941231,
522628,"GB","Jinping","Jinping","錦屏",7,5,,0,19820101,19941231,
522629,"GB","Jianhe","Jianhe","劍河",7,5,,0,19820101,19941231,
522630,"GB","Taijiang","Taijiang","台江",7,5,,0,19820101,19941231,
522631,"GB","Liping","Liping","黎平",7,5,,0,19820101,19941231,
522632,"GB","Rongjiang","Rongjiang","榕江",7,5,,0,19820101,19941231,
522633,"GB","Congjiang","Congjiang","從江",7,5,,0,19820101,19941231,
522634,"GB","Leishan","Leishan","雷山",7,5,,0,19820101,19941231,
522635,"GB","Majiang","Majiang","麻江",7,5,,0,19820101,19941231,
522636,"GB","Danzhai","Danzhai","丹寨",7,5,,0,19820101,19941231,
522700,"GB","Qiannan Buyizu Miaozu zizhizhou","Qiannan Buyizu Miaozu zizhizhou","黔南布依族苗族自治州",0,0,,7,19820101,19941231,
522701,"GB","Duyun shi","Duyun shi","都勻市",7,3,"T",0,19830819,19941231,
522701,"GB","Duyun shi","Duyun shi","都勻市",7,3,,0,19820101,19830818,
522721,"GB","Duyun","Duyun","都勻",7,5,,0,19820101,19830818,
522722,"GB","Libo","Libo","荔波",7,5,,0,19820101,19941231,
522723,"GB","Guiding","Guiding","貴定",7,5,,0,19820101,19941231,
522724,"GB","Fuquan","Fuquan","福泉",7,5,,0,19820101,19941231,
522725,"GB","Weng`an","Weng`an","瓮安",7,5,,0,19820101,19941231,
522726,"GB","Dushan","Dushan","獨山",7,5,,0,19820101,19941231,
522727,"GB","Pingtang","Pingtang","平塘",7,5,,0,19820101,19941231,
522728,"GB","Luodian","Luodian","羅甸",7,5,,0,19820101,19941231,
522729,"GB","Changshun","Changshun","長順",7,5,,0,19820101,19941231,
522730,"GB","Longli","Longli","龍里",7,5,,0,19820101,19941231,
522731,"GB","Huishui","Huishui","惠水",7,5,,0,19820101,19941231,
522732,"GB","Sandu Shuizu zizhixian","Sandu Shuizu zizhixian","三都水族自治縣",7,6,,0,19820101,19941231,
530100,"GB","Kunming shi","Kunming shi","昆明市",0,0,"T",2,19830909,19941231,
530100,"GB","Kunming shi","Kunming shi","昆明市",0,0,,2,19820101,19830908,
530101,"GB","Kunming shixiaqu","Kunming shixiaqu","昆明市轄區",2,1,"C",0,19830909,19941231,
530102,"GB","Kunming: Wuhua qu","Kunming: Wuhua qu","昆明﹕五華區",2,2,,0,19840101,19941231,
530102,"CT","Kunming: Wuhua qu","Kunming: Wuhua qu","昆明﹕五華區",2,2,,0,19820101,19831231,"Did not officially exist"
530103,"CT","Kunming: Panlong qu","Kunming: Panlong qu","昆明﹕盤龍區",2,2,,0,19820101,19831231,"Did not officially exist"
530103,"GB","Kunming: Panlong qu","Kunming: Panlong qu","昆明﹕盤龍區",2,2,,0,19840101,19941231,
530111,"GB","Kunming: Guandu qu","Kunming: Guandu qu","昆明﹕官渡區",2,2,,0,19840101,19941231,
530111,"CT","Kunming: Guandu qu","Kunming: Guandu qu","昆明﹕官渡區",2,2,,0,19820101,19831231,"Did not officially exist"
530112,"CT","Kunming: Xishan qu","Kunming: Xishan qu","昆明﹕西山區",2,2,,0,19820101,19831231,"Did not officially exist"
530112,"GB","Kunming: Xishan qu","Kunming: Xishan qu","昆明﹕西山區",2,2,,0,19840101,19941231,
530120,"GB","Kunming shiqu","Kunming shiqu","昆明市區",2,1,,0,19820101,19830908,
530121,"GB","Chenggong","Chenggong","呈貢",2,5,,0,19820101,19941231,
530122,"GB","Jinning","Jinning","晉寧",2,5,,0,19820101,19941231,
530123,"GB","Anning","Anning","安寧",2,5,,0,19820101,19941231,
530124,"GB","Fumin","Fumin","富民",2,5,,0,19820101,19941231,
530125,"GB","Yiliang","Yiliang","宜良",2,5,"CH",0,19830909,19941231,
530126,"GB","Lu`nan Yizu zizhixian","Lu`nan Yizu zizhixian","路南彝族自治縣",2,6,"CH",0,19830909,19941231,
530127,"GB","Songming","Songming","嵩明",2,5,"CH",0,19830909,19941231,
530128,"GB","Luquan Yizu Miaozu zizhixian","Luquan Yizu Miaozu zizhixian","祿勸彝族苗族自治縣",2,6,"A",0,19850611,19941231,
530128,"GB","Luquan","Luquan","祿勸",2,5,"CH",0,19830909,19850610,
530200,"GB","Dongchuan shi","Dongchuan shi","東川市",0,0,,5,19820101,19941231,
530201,"GB","Dongchuan shixiaqu","Dongchuan shixiaqu","東川市轄區",5,10,,0,19840101,19941231,
530201,"GB","Dongchuan shi","Dongchuan shi","東川市",5,10,,0,19820101,19831231,"Did not officially exist"
532100,"GB","Zhaotong diqu","Zhaotong diqu","昭通地區",0,0,,6,19820101,19941231,
532101,"GB","Zhaotong shi","Zhaotong shi","昭通市",6,3,"T",0,19830909,19941231,
532101,"GB","Zhaotong shi","Zhaotong shi","昭通市",6,3,,0,19820101,19830908,
532121,"GB","Zhaotong","Zhaotong","昭通",6,5,,0,19820101,19830908,
532122,"GB","Ludian","Ludian","魯甸",6,5,,0,19820101,19941231,
532123,"GB","Qiaojia","Qiaojia","巧家",6,5,,0,19820101,19941231,
532124,"GB","Yanjin","Yanjin","鹽津",6,5,,0,19820101,19941231,
532125,"GB","Daguan","Daguan","大關",6,5,,0,19820101,19941231,
532126,"GB","Yongshan","Yongshan","永善",6,5,,0,19820101,19941231,
532127,"GB","Suijiang","Suijiang","綏江",6,5,,0,19820101,19941231,
532128,"GB","Zhenxiong","Zhenxiong","鎮雄",6,5,,0,19820101,19941231,
532129,"GB","Yiliang","Yiliang","彝良",6,5,,0,19820101,19941231,
532130,"GB","Weixin","Weixin","威信",6,5,,0,19820101,19941231,
532131,"GB","Shuifu","Shuifu","水富",6,5,,0,19820101,19941231,
532200,"GB","Qujing diqu","Qujing diqu","曲靖地區",0,0,"T",6,19830909,19941231,
532200,"GB","Qujing diqu","Qujing diqu","曲靖地區",0,0,,6,19820101,19830908,
532201,"GB","Qujing shi","Qujing shi","曲靖市",6,4,,0,19830909,19941231,
532202,"CM","Xuanwei shi","Xuanwei shi","宣威市",6,3,"CA",0,19940218,19941231,
532221,"GB","Qujing","Qujing","曲靖",6,5,,0,19820101,19830908,
532222,"GB","Zhanyi","Zhanyi","沾益",6,5,,0,19820101,19830908,
532223,"GB","Malong","Malong","馬龍",6,5,,0,19820101,19941231,
532224,"GB","Xuanwei","Xuanwei","宣威",6,5,,0,19820101,19940217,
532225,"GB","Fuyuan","Fuyuan","富源",6,5,,0,19820101,19941231,
532226,"GB","Luoping","Luoping","羅平",6,5,,0,19820101,19941231,
532227,"GB","Shizong","Shizong","師宗",6,5,,0,19820101,19941231,
532228,"GB","Luliang","Luliang","陸良",6,5,,0,19820101,19941231,
532229,"GB","Yiliang","Yiliang","宜良",6,5,,0,19820101,19830908,
532230,"GB","Lu`nan Yizu zizhixian","Lu`nan Yizu zizhixian","路南彝族自治縣",6,6,,0,19820101,19830908,
532231,"GB","Xundian Huizu Yizu zizhixian","Xundian Huizu Yizu zizhixian","尋甸回族彝族自治縣",6,6,,0,19820101,19941231,
532232,"GB","Songming","Songming","嵩明",6,5,,0,19820101,19830908,
532233,"GB","Huize","Huize","會澤",6,5,,0,19820101,19941231,
532300,"GB","Chuxiong Yizu zizhizhou","Chuxiong Yizu zizhizhou","楚雄彝族自治州",0,0,"T",7,19830909,19941231,
532300,"GB","Chuxiong Yizu zizhizhou","Chuxiong Yizu zizhizhou","楚雄彝族自治州",0,0,,7,19820101,19830908,
532301,"GB","Chuxiong shi","Chuxiong shi","楚雄市",7,3,"CA",0,19830909,19941231,
532321,"GB","Chuxiong","Chuxiong","楚雄",7,5,,0,19820101,19830908,
532322,"GB","Shuangbai","Shuangbai","雙柏",7,5,,0,19820101,19941231,
532323,"GB","Mouding","Mouding","牟定",7,5,,0,19820101,19941231,
532324,"GB","Nanhua","Nanhua","南華",7,5,,0,19820101,19941231,
532325,"GB","Yao`an","Yao`an","姚安",7,5,,0,19820101,19941231,
532326,"GB","Dayao","Dayao","大姚",7,5,,0,19820101,19941231,
532327,"GB","Yongren","Yongren","永仁",7,5,,0,19820101,19941231,
532328,"GB","Yuanmou","Yuanmou","元謀",7,5,,0,19820101,19941231,
532329,"GB","Wuding","Wuding","武定",7,5,,0,19820101,19941231,
532330,"GB","Luquan","Luquan","祿勸",7,5,,0,19820101,19830908,
532331,"GB","Lufeng","Lufeng","祿豐",7,5,,0,19820101,19941231,
532400,"GB","Yuxi diqu","Yuxi diqu","玉溪地區",0,0,,6,19820101,19941231,
532401,"GB","Yuxi shi","Yuxi shi","玉溪市",6,3,"CA",0,19830909,19941231,
532421,"GB","Yuxi","Yuxi","玉溪",6,5,,0,19820101,19830908,
532422,"GB","Jiangchuan","Jiangchuan","江川",6,5,,0,19820101,19941231,
532423,"GB","Chengjiang","Chengjiang","澄江",6,5,,0,19820101,19941231,
532424,"GB","Tonghai","Tonghai","通海",6,5,,0,19820101,19941231,
532425,"GB","Huaning","Huaning","華寧",6,5,,0,19820101,19941231,
