"C-gbcode","C-source","N-pinyin","N-local","N-hanzi","H","A","change","P","fromdate","todate","NOTES"
220111,"CT","Changchun: Jiaoqu","Changchun: Jiaoqu","長春﹕郊區",2,2,,0,19820101,19831231,"Did not officially exist"
220111,"GB","Changchun: Jiaoqu","Changchun: Jiaoqu","長春﹕郊區",2,2,,0,19840101,19941231,
220120,"GB","Changchun shiqu","Changchun shiqu","長春市區",2,1,,0,19820101,19831231,
220121,"GB","Yushu","Yushu","榆樹",2,5,"H",0,19830930,19901225,
220121,"GB","Yushu","Yushu","榆樹",2,5,,0,19820101,19820801,
220121,"GB","Yushu","Yushu","榆樹",6,5,"H",0,19820802,19830929,
220122,"GB","Nong`an","Nong`an","農安",2,5,,0,19820101,19820801,
220122,"GB","Nong`an","Nong`an","農安",6,5,"H",0,19820802,19830829,
220122,"GB","Nong`an","Nong`an","農安",2,5,"H",0,19830830,19941231,
220123,"GB","Jiutai","Jiutai","九台",6,5,"H",0,19820802,19830829,
220123,"GB","Jiutai","Jiutai","九台",2,5,"H",0,19830830,19880829,
220123,"GB","Jiutai","Jiutai","九台",2,5,,0,19820101,19820801,
220124,"GB","Dehui","Dehui","德惠",6,5,"H",0,19820802,19830829,
220124,"GB","Dehui","Dehui","德惠",2,5,"H",0,19830830,19940705,
220124,"GB","Dehui","Dehui","德惠",2,5,,0,19820101,19820801,
220125,"GB","Shuangyang","Shuangyang","雙陽",2,5,,0,19820101,19820801,
220125,"GB","Shuangyang","Shuangyang","雙陽",6,5,"H",0,19820802,19830829,
220125,"GB","Shuangyang","Shuangyang","雙陽",2,5,"H",0,19830830,19941231,
220181,"GB","Jiutai shi","Jiutai shi","九台市",9,3,"C",0,19910101,19941231,
220182,"GB","Yushu shi","Yushu shi","榆樹市",9,3,"CHA",0,19901226,19941231,
220183,"CM","Dehui shi","Dehui shi","德惠市",9,3,"CHA",0,19940706,19941231,
220200,"GB","Jilin shi","Jilin shi","吉林市",0,0,,3,19820101,19820801,
220200,"GB","Jilin shi","Jilin shi","吉林市",0,0,"T",5,19820802,19830829,
220200,"GB","Jilin shi","Jilin shi","吉林市",0,0,"T",3,19830830,19941231,
220201,"GB","Jilin shixiaqu","Jilin shixiaqu","吉林市轄區",3,1,"C",0,19840101,19941231,
220202,"CT","Jilin: Changyi qu","Jilin: Changyi qu","吉林﹕昌邑區",3,2,,0,19820101,19831231,"Did not officially exist"
220202,"GB","Jilin: Changyi qu","Jilin: Changyi qu","吉林﹕昌邑區",3,2,,0,19840101,19941231,
220203,"CT","Jilin: Longtan qu","Jilin: Longtan qu","吉林﹕龍潭區",3,2,,0,19820101,19831231,"Did not officially exist"
220203,"GB","Jilin: Longtan qu","Jilin: Longtan qu","吉林﹕龍潭區",3,2,,0,19840101,19941231,
220204,"CT","Jilin: Chuanying qu","Jilin: Chuanying qu","吉林﹕船營區",3,2,,0,19820101,19831231,"Did not officially exist"
220204,"GB","Jilin: Chuanying qu","Jilin: Chuanying qu","吉林﹕船營區",3,2,,0,19840101,19941231,
220205,"GB","Jilin: Fengman qu","Jilin: Fengman qu","吉林﹕豐滿區",3,2,"CN",0,19920210,19941231,
220211,"CT","Jilin: Jiaoqu","Jilin: Jiaoqu","吉林﹕郊區",3,2,,0,19820101,19831231,"Did not officially exist"
220211,"GB","Jilin: Jiaoqu","Jilin: Jiaoqu","吉林﹕郊區",3,2,,0,19840101,19920209,"19820801-19830829  H=5"
220220,"GB","Jilin shiqu","Jilin shiqu","吉林市區",3,1,,0,19820101,19831231,
220221,"GB","Yongji","Yongji","永吉",3,5,"H",0,19830830,19941231,
220221,"GB","Yongji","Yongji","永吉",3,5,,0,19820101,19820801,
220221,"GB","Yongji","Yongji","永吉",6,5,"H",0,19820802,19830829,
220222,"GB","Shulan","Shulan","舒蘭",6,5,"H",0,19820802,19830829,
220222,"GB","Shulan","Shulan","舒蘭",3,5,"H",0,19830830,19921007,
220222,"GB","Shulan","Shulan","舒蘭",3,5,,0,19820101,19820801,
220223,"GB","Panshi","Panshi","盤石",3,5,,0,19820101,19820801,
220223,"GB","Panshi","Panshi","盤石",3,5,"H",0,19830830,19941231,
220223,"GB","Panshi","Panshi","盤石",6,5,"H",0,19820802,19830829,
220224,"GB","Jiaohe","Jiaohe","蛟河",3,5,"H",0,19830830,19890814,
220224,"GB","Jiaohe","Jiaohe","蛟河",3,5,,0,19820101,19820801,
220224,"GB","Jiaohe","Jiaohe","蛟河",6,5,"H",0,19820802,19830829,
220225,"GB","Huadian","Huadian","樺甸",3,5,,0,19820101,19820801,
220225,"GB","Huadian","Huadian","樺甸",3,5,"H",0,19830830,19880524,
220225,"GB","Huadian","Huadian","樺甸",6,5,"H",0,19820802,19830829,
220281,"GB","Jiaohe shi","Jiaohe shi","蛟河市",9,3,"CHA",0,19890815,19941231,
220282,"GB","Huadian shi","Huadian shi","樺甸市",9,3,"C",0,19910101,19941231,
220283,"GB","Shulan shi","Shulan shi","舒蘭市",9,3,"CHA",0,19921008,19941231,
220300,"GB","Siping shi","Siping shi","四平市",0,0,"CHAT",3,19830830,19850203,
220300,"GB","Siping shi","Siping shi","四平市",0,0,"T",3,19850204,19851218,
220300,"GB","Siping shi","Siping shi","四平市",0,0,"T",3,19851219,19941231,
220301,"GB","Siping shixiaqu","Siping shixiaqu","四平市轄區",3,1,,0,19830830,19941231,
220302,"GB","Siping: Tiexi qu","Siping: Tiexi qu","四平﹕鐵西區",3,2,,0,19830830,19941231,
220303,"GB","Siping: Tiedong qu","Siping: Tiedong qu","四平﹕鐵東區",3,2,,0,19830830,19941231,
220319,"GB","Gongzhuling shi","Gongzhuling shi","公主嶺市",9,3,"AT",9,19851219,19871231,
220321,"GB","Huaide","Huaide","懷德",3,5,"CH",0,19830830,19850203,
220322,"GB","Lishu","Lishu","梨樹",3,5,"CH",0,19830830,19941231,
220323,"GB","Yitong","Yitong","伊通",3,5,"C",0,19851219,19880829,
220323,"GB","Yitong","Yitong","伊通",3,5,"CH",0,19830830,19850203,
220323,"GB","Yitong Manzu zizhixian","Yitong Manzu zizhixian","伊通滿族自治縣",3,6,"A",0,19880830,19941231,
220324,"GB","Shuangliao","Shuangliao","雙遼",3,5,"CH",0,19830830,19941231,
220381,"GB","Gongzhuling shi","Gongzhuling shi","公主嶺市",9,3,"C",0,19910101,19941231,
220400,"GB","Liaoyuan shi","Liaoyuan shi","遼源市",0,0,"C",3,19840101,19941231,
220400,"GB","Liaoyuan shi","Liaoyuan shi","遼源市",0,0,"CT",3,19830830,19831231,
220401,"GB","Liaoyuan shixiaqu","Liaoyuan shixiaqu","遼源市轄區",3,1,,0,19830830,19831007,
220401,"GB","Liaoyuan shixiaqu","Liaoyuan shixiaqu","遼源市轄區",3,1,"T",0,19831008,19941231,
220402,"GB","Liaoyuan: Longshan qu","Liaoyuan: Longshan qu","遼源﹕龍山區",3,2,,0,19830830,19941231,"H?"
220403,"GB","Liaoyuan: Xi`an qu","Liaoyuan: Xi`an qu","遼源﹕西安區",3,2,,0,19830830,19941231,"H?"
220421,"GB","Dongfeng","Dongfeng","東豐",3,5,"CH",0,19830830,19941231,
220422,"GB","Dongliao","Dongliao","東遼",3,5,,0,19831008,19941231,
220500,"GB","Tonghua shi","Tonghua shi","通化市",0,0,"CHAT",3,19850204,19851218,
220500,"GB","Tonghua shi","Tonghua shi","通化市",0,0,"T",3,19851219,19941231,
220501,"GB","Tonghua shixiaqu","Tonghua shixiaqu","通化市轄區",3,1,,0,19850204,19941231,
220502,"GB","Tonghua: Dongchang qu","Tonghua: Dongchang qu","通化﹕東昌區",3,2,,0,19860908,19941231,
220503,"GB","Tonghua: Erdaojiang qu","Tonghua: Erdaojiang qu","通化﹕二道江區",3,2,,0,19860908,19941231,
220519,"GB","Meihekou shi","Meihekou shi","梅河口市",9,3,"HAT",9,19851219,19871231,
220521,"GB","Tonghua","Tonghua","通化",3,5,"CH",0,19850204,19941231,
220522,"GB","Ji`an","Ji`an","集安",3,5,"CH",0,19850204,19880315,
220523,"GB","Huinan","Huinan","輝南",3,5,"H",0,19851219,19941231,
220524,"GB","Liuhe","Liuhe","柳河",3,5,"H",0,19851219,19941231,
220581,"GB","Meihekou shi","Meihekou shi","梅河口市",9,3,"C",0,19910101,19941231,
220582,"GB","Ji`an shi","Ji`an shi","集安市",9,3,"C",0,19910101,19941231,
220600,"GB","Baicheng shi","Baicheng shi","白城市",0,0,"N",3,19940131,19941231,
220600,"GB","Hunjiang shi","Hunjiang shi","渾江市",0,0,"CHAT",3,19850204,19940130,
220601,"GB","Hunjiang shixiaqu","Hunjiang shixiaqu","渾江市轄區",3,1,,0,19850204,19920831,
220601,"GB","Hunjiang shixiaqu","Hunjiang shixiaqu","渾江市轄區",3,1,"T",0,19920901,19940130,
220601,"GB","Baicheng shixiaqu","Baicheng shixiaqu","白城市轄區",3,1,,0,19940131,19941231,"N?"
220602,"GB","Hunjiang: Badaojiang qu","Hunjiang: Badaojiang qu","渾江﹕八道江區",3,2,,0,19860908,19940130,
220602,"GB","Baicheng: Badaojiang qu","Baicheng: Badaojiang qu","白城﹕八道江區",3,2,,0,19940131,19941231,"N?"
220603,"GB","Hunjiang: Sanchazi qu","Hunjiang: Sanchazi qu","渾江﹕三岔子區",3,2,,0,19860908,19940130,
220603,"GB","Baicheng: Sanchazi qu","Baicheng: Sanchazi qu","白城﹕三岔子區",3,2,,0,19940131,19941231,"N?"
220604,"GB","Hunjiang: Linjiang qu","Hunjiang: Linjiang qu","渾江﹕臨江區",3,2,,0,19860908,19920831,
220621,"GB","Fusong","Fusong","撫松",3,5,"CH",0,19850204,19941231,
220622,"GB","Jingyu","Jingyu","靖宇",3,5,"CH",0,19850204,19941231,
220623,"GB","Changbai Chaoxianzu zizhixian","Changbai Chaoxianzu zizhixian","長白朝鮮族自治縣",3,6,"CH",0,19850204,19941231,
220624,"CM","Linjiang","Linjiang","臨江",3,5,"CHA",0,19920901,19931127,
220681,"CM","Linjiang shi","Linjiang shi","臨江市",9,3,"CHA",0,19931128,19941231,
220700,"GB","Songyuan shi","Songyuan shi","松原市",0,0,"CNHAT",3,19920606,19941231,
220700,"CT","Gongjuling shi","Gongjuling shi","公主嶺市",0,0,"CNHAT",3,19850204,19851218,"Created to account for short-term life of this unit"
220701,"GB","Songyuan shixiaqu","Songyuan shixiaqu","松原市轄區",3,1,,0,19920606,19941231,
220701,"CT","Gongjuling shiqu","Gongzhuling shiqu","公主嶺市區",3,10,,0,19850204,19851218,"Created to account for short-term life of this unit"
220702,"GB","Songyuan: Fuyu qu","Songyuan: Fuyu qu","松原﹕扶余區",3,2,"CHA",0,19920606,19941231,
220721,"GB","Changling","Changling","長嶺",3,5,"CH",0,19920606,19941231,
220721,"CT","Yitong","Yitong","伊通",3,5,"H",0,19850204,19851218,"Created to account for short-term life of prefectural unit"
220722,"GB","Qianguo`er luosi mengguzu zizhixian","Qian Gorlos Mongolzu zizhixian","前郭爾羅斯蒙古族自治縣",3,6,"CH",0,19920606,19941231,
220723,"GB","Qian`an","Qian`an","乾安",3,5,"CH",0,19920606,19941231,
220800,"GB","Baicheng shi","Baicheng shi","白城市",0,0,"CHAT",3,19930614,19941231,
220800,"CT","Meihekou shi","Meihekou shi","梅河口市",0,0,"CHANT",3,19850204,19851218,"Created to account for short-term life of this unit"
220801,"GB","Baicheng shixiaqu","Baicheng shixiaqu","白城市轄區",3,1,,0,19930614,19941231,
220801,"CT","Meihekou shiqu","Meihekou shiqu","梅河口市區",3,10,,0,19850204,19851218,"Created to account for short-term life of this unit"
220802,"GB","Baicheng: Taobei qu","Baicheng: Taobei qu","白城﹕洮北區",3,2,,0,19930614,19941231,
220821,"CT","Huinan","Huinan","輝南",3,5,"CH",0,19850204,19851218,"Created to account for short-term life of prefectural unit"
220821,"GB","Zhenlai","Zhenlai","鎮賚",3,5,"CH",0,19930614,19941231,
220822,"CT","Liuhe","Liuhe","柳河",3,5,"CH",0,19850204,19851218,"Created to account for short-term life of prefectual unit"
220822,"GB","Tongyu","Tongyu","通榆",3,5,"CH",0,19930614,19941231,
220881,"GB","Tao`nan shi","Tao`nan shi","洮南市",9,3,"CH",0,19930614,19941231,
220882,"GB","Da`an shi","Da`an shi","大安市",9,3,"CH",0,19930614,19941231,
222100,"GB","Siping diqu","Siping diqu","四平地區",0,0,,6,19820101,19830829,
222101,"GB","Siping shi","Siping shi","四平市",6,3,,0,19820101,19830829,
222102,"GB","Liaoyuan shi","Liaoyuan shi","遼源市",0,0,,5,19820101,19830829,
222121,"GB","Huaide","Huaide","懷德",6,5,,0,19820101,19830829,
222122,"GB","Lishu","Lishu","梨樹",6,5,,0,19820101,19830829,
222123,"GB","Yitong","Yitong","伊通",6,5,,0,19820101,19830829,
222124,"GB","Dongfeng","Dongfeng","東豐",6,5,,0,19820101,19830829,
222125,"GB","Shuangliao","Shuangliao","雙遼",6,5,,0,19820101,19830829,
222200,"GB","Tonghua diqu","Tonghua diqu","通化地區",0,0,,6,19820101,19850203,
222201,"GB","Tonghua shi","Tonghua shi","通化市",6,5,,0,19820101,19850203,
222202,"GB","Hunjiang shi","Hunjiang shi","渾江市",6,5,,0,19820101,19850203,
222221,"GB","Hailong","Hailong","海龍",6,5,,0,19820101,19850203,
222222,"GB","Tonghua","Tonghua","通化",6,5,,0,19820101,19850203,
222223,"GB","Liuhe","Liuhe","柳河",6,5,,0,19820101,19850203,
222224,"GB","Huinan","Huinan","輝南",6,5,,0,19820101,19850203,
222225,"GB","Ji`an","Ji`an","集安",6,5,,0,19820101,19850203,
222226,"GB","Fusong","Fusong","撫松",6,5,,0,19820101,19850203,
222227,"GB","Jingyu","Jingyu","靖宇",6,5,,0,19820101,19850203,
222228,"GB","Changbai Chaoxianzu zizhixian","Changbai Chaoxianzu zizhixian","長白朝鮮族自治縣",6,6,,0,19820101,19850203,
222300,"GB","Baicheng diqu","Baicheng diqu","白城地區",0,0,,6,19820101,19920605,
222300,"GB","Baicheng diqu","Baicheng diqu","白城地區",0,0,"T",6,19920606,19930613,
222301,"GB","Baicheng shi","Baicheng shi","白城市",6,3,,0,19820101,19930613,
222302,"GB","Tao`nan shi","Tao`nan shi","洮南市",6,3,"CNA",0,19870521,19930613,
222303,"GB","Fuyu shi","Fuyu shi","扶余市",6,3,"CA",0,19871007,19920605,
222304,"GB","Da`an shi","Da`an shi","大安市",6,3,"CA",0,19880830,19930613,
222321,"GB","Fuyu","Fuyu","扶余",6,5,,0,19820101,19871006,
222322,"GB","Tao`an","Tao`an","洮安",6,5,,0,19820101,19870520,
222323,"GB","Changling","Changling","長嶺",6,5,,0,19820101,19920605,
222324,"GB","Qianguo`erluosi mengguzu zizhixian","Qian Gorlos Mongolzu zizhixian","前郭爾羅斯蒙古族自治縣",6,6,,0,19820101,19920605,
222325,"GB","Da`an","Da`an","大安",6,5,,0,19820101,19880829,
222326,"GB","Zhenlai","Zhenlai","鎮賚",6,5,,0,19820101,19930613,
222327,"GB","Tongyu","Tongyu","通榆",6,5,,0,19820101,19930613,
222328,"GB","Qian`an","Qian`an","乾安",6,5,,0,19820101,19920605,
222400,"GB","Yanbian Chaoxianzu zizhizhou","Yanbian Chaoxianzu zizhizhou","延邊朝鮮族自治州",0,0,,7,19820101,19941231,
222401,"GB","Yanji shi","Yanji shi","延吉市",7,3,,0,19820101,19941231,
222402,"GB","Tumen shi","Tumen shi","圖們市",7,3,,0,19820101,19941231,
222403,"GB","Dunhua shi","Dunhua shi","敦化市",7,3,"CA",0,19850211,19941231,
222404,"GB","Hunchun shi","Hunchun shi","琿春市",7,3,"CA",0,19880525,19941231,
222405,"GB","Longjing shi","Longjing shi","龍井市",7,3,"CA",0,19880525,19941231,
222406,"GB","Helong shi","Helong shi","和龍市",7,3,"CA",0,19930705,19941231,
222421,"GB","Longjing","Longjing","龍井",7,5,"N",0,19830324,19880524,
222421,"GB","Yanji","Yanji","延吉",7,5,,0,19820101,19830323,
222422,"GB","Dunhua","Dunhua","敦化",7,5,,0,19820101,19850210,
222423,"GB","Helong","Helong","和龍",7,5,,0,19820101,19930704,
222424,"GB","Wangqing","Wangqing","汪清",7,5,,0,19820101,19941231,
222425,"GB","Hunchun","Hunchun","琿春",7,5,,0,19820101,19880524,
222426,"GB","Antu","Antu","安圖",7,5,,0,19820101,19941231,
222600,"CM","Yongji diqu","Yongji diqu","永吉地區",0,0,,6,19820802,19830829,
222700,"CM","Dehui diqu","Dehui diqu","德惠地區",0,0,,6,19820802,19830829,
229001,"GB","Gongzhuling shi","Gongzhuling shi","公主嶺市",9,3,"C",9,19880101,19901231,
229002,"GB","Meihekou shi","Meihekou shi","梅河口市",9,3,"C",9,19880101,19901231,
229003,"GB","Ji`an shi","Ji`an shi","集安市",9,3,"CHA",9,19880316,19901231,
229004,"GB","Huadian shi","Huadian shi","樺甸市",9,3,"CHA",9,19880525,19901231,
229005,"GB","Jiutai shi","Jiutai shi","九台市",9,3,"CHA",9,19880830,19901231,
230100,"GB","Ha`erbin shi","Harbin shi","哈爾濱市",0,0,"T",2,19910202,19941231,
230100,"GB","Ha`erbin shi","Harbin shi","哈爾濱市",0,0,"T",2,19830903,19910201,"H?"
230100,"GB","Ha`erin shi","Harin shi","哈爾濱市",0,0,,4,19820101,19830902,
230101,"GB","Ha`erbin shixiaqu","Harbin shixiaqu","哈爾濱市轄區",2,1,,0,19830903,19941231,"H?"
230101,"GB","Ha`erbin shixiaqu","Harbin shixiaqu","哈爾濱市轄區",4,1,,0,19820101,19830902,"Did not officially exist"
230102,"GB","Ha`erbin: Daoli qu","Harbin: Daoli qu","哈爾濱﹕道里區",2,2,,0,19830903,19941231,"H?"
230102,"GB","Ha`erbin: Daoli qu","Harbin: Daoli qu","哈爾濱﹕道里區",4,2,,0,19820101,19830902,"Did not officially exist"
230103,"GB","Ha`erbin: Nangang qu","Harbin: Nangang qu","哈爾濱﹕南崗區",2,2,,0,19830903,19941231,"H?"
230103,"GB","Ha`erbin: Nangang qu","Harbin: Nangang qu","哈爾濱﹕南崗區",4,2,,0,19820101,19830902,"Did not officially exist"
230104,"GB","Ha`erbin: Daowai qu","Harbin: Daowai qu","哈爾濱﹕道外區",4,2,,0,19820101,19830902,"Did not officially exist"
230104,"GB","Ha`erbin: Daowai qu","Harbin: Daowai qu","哈爾濱﹕道外區",2,2,,0,19830903,19941231,"H?"
230105,"GB","Ha`erbin: Taiping qu","Harbin: Taiping qu","哈爾濱﹕太平區",4,2,,0,19820101,19830902,"Did not officially exist"
230105,"GB","Ha`erbin: Taiping qu","Harbin: Taiping qu","哈爾濱﹕太平區",2,2,,0,19830903,19941231,"H?"
230106,"GB","Ha`erbin: Xiangfang qu","Harbin: Xiangfang qu","哈爾濱﹕香坊區",4,2,,0,19820101,19830902,"Did not officially exist"
230106,"GB","Ha`erbin: Xiangfang qu","Harbin: Xiangfang qu","哈爾濱﹕香坊區",2,2,,0,19830903,19941231,"H?"
230107,"GB","Ha`erbin: Dongli qu","Harbin: Dongli qu","哈爾濱﹕動力區",4,2,,0,19820101,19830902,"Did not officially exist"
230107,"GB","Ha`erbin: Dongli qu","Harbin: Dongli qu","哈爾濱﹕動力區",2,2,,0,19830903,19941231,"H?"
230108,"GB","Ha`erbin: Pingfang qu","Harbin: Pingfang qu","哈爾濱﹕平房區",2,2,,0,19830903,19941231,"H?"
230108,"GB","Ha`erbin: Pingfang qu","Harbin: Pingfang qu","哈爾濱﹕平房區",4,2,,0,19820101,19830902,"Did not officially exist"
230121,"GB","Hulan","Hulan","呼蘭",2,5,"CH",0,19830903,19941231,
230122,"GB","Acheng","Acheng","阿城",2,5,"CH",0,19830903,19870223,
230122,"GB","Bin xian","Bin xian","賓縣",2,5,"CH",0,19910202,19941231,
230123,"GB","Yilan","Yilan","依蘭",2,5,"CH",0,19910202,19941231,
230124,"GB","Fangzheng","Fangzheng","方正",2,5,"CH",0,19910202,19941231,
230181,"GB","Acheng shi","Acheng shi","阿城市",9,3,"C",0,19910101,19941231,
230200,"GB","Qiqiha`er shi","Qiqihar shi","齊齊哈爾市",0,0,,5,19820101,19830902,
230200,"GB","Qiqiha`er shi","Qiqihar shi","齊齊哈爾市",0,0,"T",3,19841215,19920820,
230200,"GB","Qiqiha`er shi","Qiqihar shi","齊齊哈爾市",0,0,"T",3,19920821,19941231,
230200,"GB","Qiqiha`er shi","Qiqihar shi","齊齊哈爾市",0,0,"T",3,19830903,19841214,"H?"
230201,"GB","Qiqiha`er shixiaqu","Qiqihar shixiaqu","齊齊哈爾市轄區",5,1,,0,19820101,19830902,"Did not officially exist"
230201,"GB","Qiqiha`er shixiaqu","Qiqihar shixiaqu","齊齊哈爾市轄區",3,1,,0,19830903,19941231,"H?"
230202,"GB","Qiqiha`er: Longsha qu","Qiqihar: Longsha qu","齊齊哈爾﹕龍沙區",5,2,,0,19820101,19830902,"Did not officially exist"
230202,"GB","Qiqiha`er: Longsha qu","Qiqihar: Longsha qu","齊齊哈爾﹕龍沙區",3,2,,0,19830903,19941231,"H?"
230203,"GB","Qiqiha`er: Jianhua qu","Qiqihar: Jianhua qu","齊齊哈爾﹕建華區",3,2,,0,19830903,19941231,"H?"
230203,"GB","Qiqiha`er: Jianhua qu","Qiqihar: Jianhua qu","齊齊哈爾﹕建華區",5,2,,0,19820101,19830902,"Did not officially exist"
230204,"GB","Qiqiha`er: Tiefeng qu","Qiqihar: Tiefeng qu","齊齊哈爾﹕鐵鋒區",5,2,,0,19820101,19830902,"Did not officially exist"
230204,"GB","Qiqiha`er: Tiefeng qu","Qiqihar: Tiefeng qu","齊齊哈爾﹕鐵鋒區",3,2,,0,19830903,19941231,"H?"
230205,"GB","Qiqiha`er: Ang`angxi qu","Qiqihar: Ang`angxi qu","齊齊哈爾﹕昂昂溪區",3,2,,0,19830903,19941231,"H?"
230205,"GB","Qiqiha`er: Ang`angxi qu","Qiqihar: Ang`angxi qu","齊齊哈爾﹕昂昂溪區",5,2,,0,19820101,19830902,"Did not officially exist"
230206,"GB","Qiqiha`er: Fulaerji qu","Qiqihar: Fulaerji qu","齊齊哈爾﹕富拉爾基區",5,2,,0,19820101,19830902,"Did not officially exist"
230206,"GB","Qiqiha`er: Fulaerji qu","Qiqihar: Fulaerji qu","齊齊哈爾﹕富拉爾基區",3,2,,0,19830903,19941231,"H?"
230207,"GB","Qiqiha`er: Nianzishan qu","Qiqihar: Nianzishan qu","齊齊哈爾﹕碾子山區",3,2,"N",0,19880101,19941231,
230207,"GB","Qiqiha`er: Hua`an qu","Qiqihar: Hua`an qu","齊齊哈爾﹕華安區",5,2,,0,19820101,19830902,"Did not officially exist"
230207,"GB","Qiqiha`er: Hua`an qu","Qiqihar: Hua`an qu","齊齊哈爾﹕華安區",3,2,,0,19830903,19871231,"H?"
230208,"GB","Qiqiha`er: Meilisi Dawoerzu qu","Qiqihar: Meilisi Dawoerzu qu","齊齊哈爾﹕梅里斯達斡爾族區",3,2,"N",0,19880711,19941231,
230208,"GB","Qiqiha`er: Meilisi qu","Qiqihar: Meilisi qu","齊齊哈爾﹕梅里斯區",3,2,,0,19830903,19880710,"H?"
230208,"GB","Qiqiha`er: Meilisi qu","Qiqihar: Meilisi qu","齊齊哈爾﹕梅里斯區",5,2,,0,19820101,19830902,"Did not officially exist"
230221,"GB","Longjiang","Longjiang","龍江",3,5,"CH",0,19841215,19941231,
230222,"GB","Nehe","Nehe","訥河",3,5,"CH",0,19841215,19920901,
230223,"GB","Yi`an","Yi`an","依安",3,5,"CH",0,19841215,19941231,
230224,"GB","Tailai","Tailai","泰來",3,5,"CH",0,19841215,19941231,
230225,"GB","Gannan","Gannan","甘南",3,5,"CH",0,19841215,19941231,
230226,"GB","Du`erbote Mengguzu zizhixian","Dorbod Mongolzu zizhixian","杜爾伯特蒙古族自治縣",3,6,"CH",0,19841215,19920820,
230227,"GB","Fuyu","Fuyu","富裕",3,5,"CH",0,19841215,19941231,
230228,"GB","Lindian","Lindian","林甸",3,5,"CH",0,19841215,19920820,
230229,"GB","Keshan","Keshan","克山",3,5,"CH",0,19841215,19941231,
230230,"GB","Kedong","Kedong","克東",3,5,"CH",0,19841215,19941231,
230231,"GB","Baiquan","Baiquan","拜泉",3,5,"CH",0,19841215,19941231,
230281,"GB","Nehe shi","Nehe shi","訥河市",9,3,"CHA",0,19920902,19941231,
230300,"GB","Jixi shi","Jixi shi","雞西市",0,0,"T",3,19830903,19930613,"H?"
